Unnamed: 0,borough,parenthesis,post_id,post_date,post_time,update_date,update_time,title,price,images,square_footage,housing_type,description,bedroom,bathroom,cat,dog,laundry,parking,post_id_old,smoking,furnished,URL,Reason,SPAM
<built-in function id>,SF valley,Sunland Blvd,6762143342.0,2018-12-01,8:17am,,,SAVINGS! SAVINGS! SAVINGS!,$1350,,3,apartment,"**THIS PROPERTY DOES NOT PARTICIPATE IN THE SECTION 8 PROGRAM!** *Pictures above are of a representative unit* _________________________________________________________________________________________________ Welcome to Sun Valley Apartments This beautifully renovated and spacious apartment is now available to pre-lease. **Apartment and Community Features** * 1Bd. Apartment Home * Electric stove * A/C * Friendly and professional property management * On-site laundry facility with multiple washers and dryers * Gated entry * Carport parking * Minutes away from the 5 Freeway *Minutes away from Burbank Airport & Metro Station *Near Shopping Centers, Markets. * Pet friendly To schedule a Tour, please call us today! show contact info Azar",1.0,1.0,,,laundry in bldg,carport,,,,,,False
<built-in function id>,san gabriel valley,La Puente,6760301900.0,2018-11-29,1:23am,2018-12-01,8:35am,One Bedroom Senior Apt. 62 Yrs. older ONLY,$1350,3.0,560,apartment,"For Seniors 62 and up (qualified if one in a couple is 62)$1,350, bring your personal belonging in a suitcase and move right in if you want to lease as furnished: for total 560+ sq.ft.: Senior Apartment Unit, one bedroom apartment, living/dining room, huge bathroom, fully equipped kitchen, four closets. Entire Complex as Senior Apt. 62 and older senior, couple OK, one has to be senior; next to La Puente Public Library, one block from shopping center with brand new McDonald; bus stop and local shuttle in front; approx. 560 sq.ft with balcony, plenty of storage, one very large bathroom, fully equipped kitchen, living/dining room combined; cable ready; two elevators, laundry rooms (on each floor) and trash shoots (one on each floor); lots of activities in 4,000 sq.ft. community room and lush courtyards and vegetable gardens throughout. On-site manager and maintenance. Furnished add $35 monthly, Call show contact info or return this email. Unit has been remodeled, lots of upgrade) with a interior door: ideal for a family in need of staying together while maintaining independent space and privacy. A rare opportunity and first time on the market since this setting was reserved for management in the past.",1.0,1.0,,,laundry in bldg,street parking,,no smoking,,,,False
<built-in function id>,san gabriel valley,,6762138032.0,2018-12-01,8:12am,,,Lovely 1 bedroom apt available today! Ask us about our special!!!,$1908,11.0,850,apartment,"Come by today to view our spacious, renovated apartment homes. Now offering 1 month free on select apartments. We are located near highways, restaurants and retail. South Hills Apartments has everything your looking for in your next apartment home. All of our apartments are renovated and include: -Assigned Garage or Parking -Patio or Deck -Upgraded Appliances -Wood Style Flooring Our Community Offers: -BBQ and Picnic Area -Sparkling Pool -Free WiFi -Fitness Center -Pet Wash Station -Lounge/Study Room 1 month free special included in price. Pricing and Availability Subject to Change at Any Time. Please contact the leasing office for more information. show contact info",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,,,,,,,,False
<built-in function id>,westside-southbay,Gardena,6738756750.0,2018-11-02,6:57am,2018-12-01,8:34am,WEEKLY AND MONTHLY ROOMS FOR RENT @ PLAZA HOTEL!!,$329,11.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,street parking,,,,,,False
<built-in function id>,westside-southbay,Hancock Park/Larchmont Village,6762154139.0,2018-12-01,8:29am,,,"Brand New 1+1 in Koreatown/Hollywood + Sundeck, Game Room",$3095,13.0,685,apartment,"Where artistry, culture, and style unite, discover a unique luxury at The Micropolitan at Larchmont Village. Located in the Larchmont area in Los Angeles, the most sought after destination for Los Angeles' most famous attractions, Micropolitan with its inspirational, boutique flavor is just steps to Larchmont Village, Hollywood, and Hancock Park's dining, boutique shopping, entertainment venues, major employers and rapid transit stations. The Micropolitan at Larchmont Village boasts open floor plans with luxury interiors including stainless steel appliances, countertops with full tile backsplash, LED recessed lighting, spacious balconies, dual zone heating and air with mobile friendly thermostats, hardwood flooring, and custom Elfa walk-in closets. Whether you relish in the relaxing vibrations of Larchmont or Melrose, pick up some fresh produce or grab a bite to eat one of LA's top restaurants, The Micropolitan at Larchmont Village's location will exceed your expectations and ignite your desire to experience the culture and style of Los Angeles and all within steps of your front door. Lease today and be one of few to live and experience this exclusive, one of a kind luxury apartment community. Property Features: 🏡 Elevator 🏡 Resort-Inspired Outdoor Lounge Areas 🏡 Dry Cleaning Service Available 🏡 Online Rent Payments Available 🏡 Sundeck 🏡 Package Receiving 🏡 Game Room with Table Tennis 🏡 Wheelchair Access 🏡 Bike Racks 🏡 Bicycle Storage 🏡 Covered Parking Available 🏡 Rooftop Deck 🏡 BBQ/Picnic Area 🏡 Green Building 🏡 Pet Friendly (Restrictions Apply) 🏡 High Speed Internet 🏡 Pet Spa 🏡 Professional On-Site Management 🏡 Recycling 🏡 Personal Storage Available 🏡 Complimentary Coffee Bar 🏡 Year-round Outdoor Entertainment 🏡 Controlled Access/Gated Apartment Features: 🏡 Stainless Steel Frigidaire Appliances (Dishwasher, Microwave, Stove) 🏡 Stainless Steel Side by Side Refrigerator 🏡 Shower Enclosures 🏡 Designer Kitchen Cabinets 🏡 Oversized Windows and Designer Shades 🏡 Elfa® Custom Closets 🏡 Hardwood Vinyl Flooring 🏡 Open Layouts and Upscale Design Touches 🏡 Full Size Washer & Dryer 🏡 USB Charging Outlets 🏡 Counter Tops with Full Tile Backsplashes 🏡 Patio/Balcony 🏡 Spaces for Large Flat Screen TVs 🏡 Deep Soaking Tubs 🏡 Walk-in Closets 🏡 Tiled Showers and Bath Surrounds 🏡 LED Recessed Lights 🏡 Custom Cabinet Lighting 🏡 Linen, Pantry and Coat Closet 🏡 Dual Zone Heating and Air with Mobile Friendly Thermostats 5825 Camerford Avenue Los Angeles, CA 90038 show contact info http://www.micropolitanatlarchmontvillage.com/ Thank you for taking the time to view this Ad. We look forward to meeting you. (: Price and availability are subject to change. Square ft. may not be exact. Cities: Hollywood, Koreatown, Hollywood Hills, Central LA, Fairfax, Miracle Mile, Loz Feliz, Greater Wilshire/Hancock Park",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,w/d in unit,,,no smoking,,,,False
<built-in function id>,central LA,Los Angeles,6762159992.0,2018-12-01,8:34am,,,1 bedroom 1 bath Free parking $500 off 1st month,$2350,19.0,740,apartment,Ask for Marissa show contact info •	Luscious Landscaping •	Private Computer Rooms with Internet Access •	Gated Parking •	Women's & Men's Dry Sauna •	Close Proximity to Staples Center •	Heated Jr. Olympic Pool •	Convenient Furniture Rental •	Amazing Resident Referral Program •	Women's & Men's Steam Rooms •	Private Balconies •	Closed Circuit Camera System •	Cardiovascular Center with Pilates Equipment •	Lush Landscaping •	Convenient to DTLA Shopping / Dining / Entertainment •	24 Hour Library •	Elegant Crown Molding •	Peaceful Meditation Gardens •	Free Tanning Sessions •	Massage Table Rooms www.thedavinciapts.com,1.0,1.0,,,w/d in unit,carport,,,,,,False
<built-in function id>,SF valley,Chatsworth,6762159966.0,2018-12-01,8:34am,,,"Private Balconies and Patios, Central Air Conditioning and Heat, Spa",$2099,7.0,917,apartment,"Sofi @ Topanga Canyon 9733 Topanga Canyon Blvd, Chatsworth, CA, 91311 Call Now - show contact info Follow This Link for More Information: http://pinnaclefamily.aptdetails.com/477m39 Welcome Home to Sofi @ Topanga Canyon This is a 1 Bedroom, 1 Bath, approximately 850-931 Sq. Ft. Every detail of our apartments has been carefully selected to present to you the lifestyle you deserve. Situated amongst meticulously landscaped grounds with beautiful flora at every turn, our apartments present stunning one-, two, and three-bedroom homes that are just minutes from the finest restaurants, shops, entertainment venues, parks, and schools in the area. Office Hours: Daily 9:00 AM - 6:00 PM Equal Housing Opportunity qsJh5PyTUYsy",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,w/d in unit,attached garage,,,,,,False
<built-in function id>,central LA,Gardena,6738756860.0,2018-11-02,6:57am,2018-12-01,8:33am,WEEKLY AND MONTHLY ROOMS FOR RENT @ PLAZA HOTEL!!,$329,11.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,,,,,,,False
<built-in function id>,long beach / 562,Gardena,6738756946.0,2018-11-02,6:57am,2018-12-01,8:33am,WEEKLY AND MONTHLY ROOMS FOR RENT @ PLAZA HOTEL!!,$329,11.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,,,,,,,False
<built-in function id>,antelope valley,WEST COVINA,6762159329.0,2018-12-01,8:34am,,,SPECIAL SAVING! COME SEE TODAY! GREAT PLACE TO CALL HOME,$1575,10.0,750,apartment,Rollingwood Apts BEST PLACE TO CALL HOME SPECIAL PRICING $1575 1Bd 1Ba SPECIAL $500 OFF 1ST MONTHS RENT ROLLINGWOOD APTS 1901 E AMAR RD WEST COVINA CA 91792 PH: show contact info E-MAIL: ROLLINGWOOD @ MGRMGMT . COM 1BD 1BA AVAILABLE NOW! HUGE BATHTUB TONS OF CLOSET SPACE PATIO/BALCONY GAS FIRE PLACE GREEN WALK WAYS LAUNDRY ON SITE COME SEE TODAY AND ENJOY A BETTER LIVING CHECK US OUT ON YELP.COM,1.0,1.0,,,laundry on site,off-street parking,,,,,,False
<built-in function id>,long beach / 562,Gardena,6740497621.0,2018-11-04,8:39am,2018-12-01,8:33am,WEEKLY AND MONTHLY  ROOMS FOR RENT @ PLAZA HOTEL,$329,14.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,,,,,,,False
<built-in function id>,SF valley,Los Angeles,6762159113.0,2018-12-01,8:34am,,,1 bedroom 1 bath Rooftop pool 2 fitness centers,$2350,11.0,740,apartment,"Ask for Marissa show contact info • Rooftop Pool w/ Skyline Views • Junior Olympic-Size Swimming Pool (Heated For Year-Round Use) • Soothing Jacuzzi Spa • Outdoor Shower to Rinse Off • State-of-the-Art Fitness Center • StarTrac Treadmills, Cybex Elliptical Macines & StarTrac Cycling Machines Each with Individual Flat-Screen TV's • Nexersys Pro Boxing Machine • Cybex HOIST, UMAX and Free motion Fitness Equipment • VMX Rope Climber • Free Weights and Medicine Balls • Floor-to-Ceiling Mirrors • Separate Men's and Women's Showers/Dressing Rooms • Separate Private Men's and Women's Tanning Rooms, Massage Tables, Dry Saunas and Steam Rooms • Yoga/Dance Studio with Large Flat-Screen TV and DVD Player • Wellbeats Fitness on Request System www.thedavinciapts.com",1.0,1.0,,,w/d in unit,carport,,,,,,False
<built-in function id>,westside-southbay,Next to UCLA,6759753240.0,2018-11-28,10:03am,2018-12-01,8:32am,JR 1 Bedroom In Westwood Village | Short Term | Furnished | Gym | Pool,$3515,12.0,650,apartment,"JR 1BR / 1BA / 650SQ.FT Your hotel and extended stay alternative is just a quick check-in away! Each well-appointment apartment is equipped with a full kitchen, flat-screen TVS, fireplaces and all the conveniences of your own home. Unpack your bags in comfort at Westwood Village Apartments. Located in the heart of Westwood Village shopping district and moments to the UCLA Campus and Medical Center, Westwood Village Apartments offers endless conveniences. With a rooftop fitness center and resort-style pool, you may not even need to leave your new oasis. Your hotel / extended stay alternative. Just bring your luggage. Unfurnished Long Term Rentals Are Also Available. LOCATION:1033 Hilgard Avenue Westwood, CA 90024 Amenities: - Evening Courtesy Patrol - Air Conditioning - Large Balconies & Patios* - Plank Flooring - Quick Access to Public Transportation - Covered Parking - Laundry Facilities & Dry Cleaning - Resort-Style Rooftop Pool - Premium Appliance Packages - Housekeeping Available - City Views* - Solar Shades - Breakfast Bars* - Controlled Access - Rooftop Fitness Center - Spacious Closets - Furnished & Unfurnished Options - On-Site Management & Maintenance - Fireplaces - Coffee Bar * In Select Apartment Homes. Square Feet is approximate. Price & availability are conditional. Advertised Rate is a 3 Month Lease Term.",1.0,1.0,cats are OK - purrr,,laundry in bldg,,,,furnished,,,False
<built-in function id>,westside-southbay,Gardena,6743119947.0,2018-11-07,10:08am,2018-12-01,8:32am,ROOMS FOR RENT @ PLAZA HOTEL!!,$329,15.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,,,no smoking,,,,False
<built-in function id>,san gabriel valley,Sierra Madre,6741275652.0,2018-11-05,8:49am,2018-12-01,8:32am,Rental unit in Sierra Madre,$1200,8.0,460,in-law,"Unit for rent with private entrance, full bath and living room, Kitchenette, place for your microwave and refrig. Walk to downtown. $1200 a month, water, gas and electricity included. Street parking permit needed, if you have a car. No pets or smoking. Excellent credit only...credit checked. Please call show contact info . No texting. Security deposit",1.0,1.0,,,,street parking,,no smoking,,,,False
<built-in function id>,central LA,Gardena,6743119836.0,2018-11-07,10:08am,2018-12-01,8:32am,ROOMS FOR RENT @ PLAZA HOTEL!!,$329,11.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,,,,,,,False
<built-in function id>,long beach / 562,Gardena,6743119728.0,2018-11-07,10:08am,2018-12-01,8:31am,ROOMS FOR RENT @ PLAZA HOTEL!!,$329,11.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,,,,,,,False
<built-in function id>,long beach / 562,WEST COVINA,6762157616.0,2018-12-01,8:32am,,,SPECIAL SAVING! COME SEE TODAY! GREAT PLACE TO CALL HOME,$1575,10.0,750,apartment,Rollingwood Apts BEST PLACE TO CALL HOME SPECIAL PRICING $1575 1Bd 1Ba SPECIAL $500 OFF 1ST MONTHS RENT ROLLINGWOOD APTS 1901 E AMAR RD WEST COVINA CA 91792 PH: show contact info E-MAIL: ROLLINGWOOD @ MGRMGMT . COM 1BD 1BA AVAILABLE NOW! HUGE BATHTUB TONS OF CLOSET SPACE PATIO/BALCONY GAS FIRE PLACE GREEN WALK WAYS LAUNDRY ON SITE COME SEE TODAY AND ENJOY A BETTER LIVING CHECK US OUT ON YELP.COM,1.0,1.0,,,laundry on site,off-street parking,,,,,,False
<built-in function id>,SF valley,Sunland Blvd,6762146743.0,2018-12-01,8:21am,,,CALL TODAY TO MOVE IN WITH HUGE SAVINGS!!,$1350,18.0,3,apartment,"**THIS PROPERTY DOES NOT PARTICIPATE IN THE SECTION 8 PROGRAM!** *Pictures above are of a representative unit* _________________________________________________________________________________________________ Welcome to Sun Valley Apartments This beautifully renovated and spacious apartment is now available to pre-lease. **Apartment and Community Features** * 1Bd. Apartment Home * Electric stove * A/C * Friendly and professional property management * On-site laundry facility with multiple washers and dryers * Gated entry * Carport parking * Minutes away from the 5 Freeway *Minutes away from Burbank Airport & Metro Station *Near Shopping Centers, Markets. * Pet friendly To schedule a Tour, please call us today! show contact info Azar",1.0,1.0,,,laundry in bldg,carport,,,,,,False
<built-in function id>,westside-southbay,Gardena,6743119587.0,2018-11-07,10:08am,2018-12-01,8:31am,ROOMS FOR RENT @ PLAZA HOTEL!!,$329,15.0,,apartment,"Newly Remolded Rooms Available DAILY and WEEKLY SPECIALS!! -1 QUEEN BED with SHARED BATHROOM=Starting at $329 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING, NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -1 QUEEN BED with PRIVATE BATHROOM=Starting at $399 a week!!! UTILITIES Included. Room has FREE WIFI, 150 CHANNEL HD DIRECTV SATELLITE PACKAGE, LED FLAT SCREEN TV, AIR CONDITIONING , NEW BED, WEEKLY MAID SERVICE, MINI-FRIDGE. -PLAZA HOTEL IS NEAR MANY RESTAURANTS, HUSTLER CASINO, BEACHES, DOWNTOWN LA, STUBHUB CENTER, LAX, and THE FORUM!! CALL= show contact info ........CALL= show contact info ..............CALL= show contact info !!!!!! HURRY ROOMS WILL GO FAST!!!!!!!!!!!!!!!!!",1.0,1.0,,,,,,no smoking,,,,False
<built-in function id>,long beach / 562,220 Belmont,6762155978.0,2018-12-01,8:31am,2018-12-01,8:31am,Open House TODAY!! PET FRIENDLY 1bd/1bath IN BELMONT HEIGHTS,$1650,11.0,,,"Open House Satursay 12/1 3:00-4:00pm Come see this charming one bed one bath apartment!! The unit features granite countertops, tile floors, lots of built in storage and much more. This is a Ground level unit. Small, quiet NON SMOKING apartment community. Located in the heart of Belmont heights, the unit is walking distance to great restaurants and businesses on Broadway and 2nd street and only 3 blocks from the ocean! *1bd/1bath *All Electric *Includes water and trash, you ONLY pay electric *Non Smoking *No parking *On site laundry *SMALL dogs and cats considered for additional fee *Call or text show contact info to schedule an appointment to view apartment",1.0,1.0,,,,,,,,,,False
<built-in function id>,san gabriel valley,WEST COVINA,6762155954.0,2018-12-01,8:30am,,,SPECIAL SAVING! COME SEE TODAY! GREAT PLACE TO CALL HOME,$1575,9.0,750,apartment,Rollingwood Apts BEST PLACE TO CALL HOME SPECIAL PRICING $1575 1Bd 1Ba SPECIAL $500 OFF 1ST MONTHS RENT ROLLINGWOOD APTS 1901 E AMAR RD WEST COVINA CA 91792 PH: show contact info E-MAIL: ROLLINGWOOD @ MGRMGMT . COM 1BD 1BA AVAILABLE NOW! HUGE BATHTUB TONS OF CLOSET SPACE PATIO/BALCONY GAS FIRE PLACE GREEN WALK WAYS LAUNDRY ON SITE COME SEE TODAY AND ENJOY A BETTER LIVING CHECK US OUT ON YELP.COM,1.0,1.0,,,laundry on site,off-street parking,,,,,,False
<built-in function id>,san gabriel valley,Glendale,6762136491.0,2018-12-01,8:11am,,,Glendale 1 Bedroom | Swimming Pool | Parking | Quartz Counters | Gym,$1895,7.0,,apartment,"﻿Discover an apartment community you'll love at Windsor Villas in Glendale, California. Located near the Ventura and Glendale Freeways, all of the excitement within Los Angeles County is at your fingertips. With an abundance of local shopping, dining, and entertainment just minutes away and the Americana at Brand within walking distance, you will find that this is the perfect place for you to call home. At Windsor Villas, we offer unique one, two, and three bedroom apartment homes full of fantastic features that complement your lifestyle. With four different floor plans to choose from, you are sure to find a home that is the right fit for you. Our standard features include hardwood-style floors, 9-foot ceilings, vertical blinds, and walk-in closets. You'll love creating a home-cooked meal in your gourmet kitchen, complete with quartz countertops and stainless steel appliances. You can spend your evenings soaking in the view from your private balcony or patio. There's always something for everyone here in our community. You can cool off with friends at the shimmering swimming pool, or relax and enjoy the beautiful landscaping. Let us make life effortless with the help of our incredible maintenance team. Visit us today and find out why you should become a part of our community at Windsor Villas. 1377 East Windsor Road Glendale, CA 91205 Apartment Amenities: - Microwave* - Refrigerator - Quartz Countertops - Stainless Steel Appliances - Furnished Available* - Balcony or Patio* - Hardwood-style Vinyl Floors - Air Conditioning - Vertical Blinds - Walk-in Closets* - 9Ft Ceilings - Dishwasher * In Certain Apartment Homes Community Amenities: - Fitness Center - Large Courtyards - Controlled Access - Beautiful Landscaping - Garage - Easy Access to Freeways and Shopping - Access to Public Transportation - Short-term Leasing Available - Sauna - Swimming Pool - Shared Laundry - Covered Parking - On-call and On-site Maintenance - Assigned Parking - Elevator Call: show contact info Sq. Ft. may not be exact. Price and availability may change.",1.0,1.0,,,laundry on site,,,,,,,False
<built-in function id>,central LA,DOWNTOWN,6762154843.0,2018-12-01,8:29am,,,APARTMENT/ LOFT WITH GREAT OPEN SPACE IN SOUTH PARK!!,$2599,14.0,1200,apartment,"NOW LEASING!!! LUXURY LOFT IN DOWNTOWN LA -WITH GREAT OPEN SPACE!! LOCATION ADDRESS: 1043 S. GRAND AVE, LA, CA 90015 Available NOW. WALKING DISTANCE TO STAPLES CENTER, LA LIVE, FIDM SCHOOL, WHOLEFOODS, RALPHS, MACYS, FASHION & JEWELRY & FINANCIAL DISTRICT, AND STEPS AWAY FROM A NEW STARBUCKS CAFE... EVERYTHING YOU NEED AND WANT!!! Unit 4 of 1043 GRAND is a 1200 square ft. amazing loft in a desirable location. This gorgeous 18' high ceiling loft with skylight windows offers luminous sunlight throughout the day. Newly renovated kitchen with Quartz countertop & wrap around backsplash, Domus soft close & European style cabinetry for modern & contemporary look, equipped with stainless steel refrigerator, microwave & gas stove. In the bathroom enjoy the features of Quartz vanity surface with a nice glass bowl sink, Travertine tiles and a Jet bathtub for nightly relaxation after a long day. Visit us today and immerse yourself in the style and culture where you can find Historic Architecture meet modern and contemporary style at the comfort and convenience of a home, The possibilities are endless!!! This Apartment Offers: *Split level loft for bedroom & an office space... *Custom bamboo flooring... *First class lighting fixtures... *Video intercom entry *Newly Renovated Kitchen with European Style, Domus Soft Close Cabinetry..... *Quartz Countertop with Quartz Wrap Around Backsplash... *Stainless steel refrigerator, microwave & stove. Full size dishwasher... *Travertine Tile in the Bathroom with Jet bathtub.... *In-unit washer and dryer... For more information or to schedule an appointment, please call show contact info Rafi SEE OUR VIDEO IN YOUTUBE (click link): https://youtu.be/ewqQ-m-axYw Fashion District Downtown LA loft south park luxury apartment garment district search tag keywords: apartment, loft, office, downtown, downtown los angeles, fashion district, garment district, south park, brand new South Park, Grand, DTLA, Downtown Los Angeles, Apartment, Loft, Bedroom, Affordable rent, Nice Kitchen, Sunlight, Reduced Price, Housing, Open Space, Big bathroom, Dogs OK, Cats OK, Now available, for lease",1.0,1.0,cats are OK - purrr,dogs are OK - wooof,w/d in unit,,,,,,,False
<built-in function id>,central LA,WEST COVINA,6762154365.0,2018-12-01,8:29am,,,SPECIAL SAVING! COME SEE TODAY! GREAT PLACE TO CALL HOME,$1575,8.0,750,apartment,Rollingwood Apts BEST PLACE TO CALL HOME SPECIAL PRICING $1575 1Bd 1Ba SPECIAL $500 OFF 1ST MONTHS RENT ROLLINGWOOD APTS 1901 E AMAR RD WEST COVINA CA 91792 PH: show contact info E-MAIL: ROLLINGWOOD @ MGRMGMT . COM 1BD 1BA AVAILABLE NOW! HUGE BATHTUB TONS OF CLOSET SPACE PATIO/BALCONY GAS FIRE PLACE GREEN WALK WAYS LAUNDRY ON SITE COME SEE TODAY AND ENJOY A BETTER LIVING CHECK US OUT ON YELP.COM,1.0,1.0,,,laundry on site,off-street parking,,,,,,False
